precinct_id,is_complete,GEOID10,precinct_name,votes,votes_align1,votes_alignfinal,candidate,precinct,precinct_full,align1,alignfinal,county,congressional_district,precinct_delegates
Clark - 1711,TRUE,32003-1711,1711,1,2,2,klobuchara,Clark - 1711,Clark - 1711_Clark - 1711,0,0,NA,NA,NA
Clark - 1711,TRUE,32003-1711,1711,1,2,2,patrickd,Clark - 1711,Clark - 1711_Clark - 1711,0,0,NA,NA,NA
Clark - 1711,TRUE,32003-1711,1711,1,2,2,sandersb,Clark - 1711,Clark - 1711_Clark - 1711,1,1,NA,NA,NA
Clark - 1711,TRUE,32003-1711,1711,1,2,2,steyert,Clark - 1711,Clark - 1711_Clark - 1711,0,0,NA,NA,NA
Clark - 1711,TRUE,32003-1711,1711,1,2,2,warrene,Clark - 1711,Clark - 1711_Clark - 1711,0,0,NA,NA,NA
Clark - 1711,TRUE,32003-1711,1711,1,2,2,yanga,Clark - 1711,Clark - 1711_Clark - 1711,0,0,NA,NA,NA
Clark - 1711,TRUE,32003-1711,1711,1,2,2,uncommitted,Clark - 1711,Clark - 1711_Clark - 1711,0,0,NA,NA,NA
Clark - 2444,TRUE,32003-2444,2444,3,10,10,bennetm,Clark - 2444,Clark - 2444_Clark - 2444,0,0,NA,NA,NA
Clark - 2444,TRUE,32003-2444,2444,3,10,10,bidenj,Clark - 2444,Clark - 2444_Clark - 2444,4,5,NA,NA,NA
Clark - 2444,TRUE,32003-2444,2444,3,10,10,buttigiegp,Clark - 2444,Clark - 2444_Clark - 2444,2,2,NA,NA,NA
Clark - 2444,TRUE,32003-2444,2444,3,10,10,delaneyj,Clark - 2444,Clark - 2444_Clark - 2444,0,0,NA,NA,NA
Clark - 2444,TRUE,32003-2444,2444,3,10,10,gabbardt,Clark - 2444,Clark - 2444_Clark - 2444,1,0,NA,NA,NA
Clark - 2444,TRUE,32003-2444,2444,3,10,10,klobuchara,Clark - 2444,Clark - 2444_Clark - 2444,0,0,NA,NA,NA
Clark - 2444,TRUE,32003-2444,2444,3,10,10,patrickd,Clark - 2444,Clark - 2444_Clark - 2444,0,0,NA,NA,NA
Clark - 2444,TRUE,32003-2444,2444,3,10,10,sandersb,Clark - 2444,Clark - 2444_Clark - 2444,3,3,NA,NA,NA
Clark - 2444,TRUE,32003-2444,2444,3,10,10,steyert,Clark - 2444,Clark - 2444_Clark - 2444,0,0,NA,NA,NA
Clark - 2444,TRUE,32003-2444,2444,3,10,10,warrene,Clark - 2444,Clark - 2444_Clark - 2444,0,0,NA,NA,NA
Clark - 2444,TRUE,32003-2444,2444,3,10,10,yanga,Clark - 2444,Clark - 2444_Clark - 2444,0,0,NA,NA,NA
Clark - 2444,TRUE,32003-2444,2444,3,10,10,uncommitted,Clark - 2444,Clark - 2444_Clark - 2444,0,0,NA,NA,NA
Clark - 2633,TRUE,32003-2633,2633,5,34,29,bennetm,Clark - 2633,Clark - 2633_Clark - 2633,0,0,NA,NA,NA
Clark - 2633,TRUE,32003-2633,2633,5,34,29,bidenj,Clark - 2633,Clark - 2633_Clark - 2633,7,11,NA,NA,NA
Clark - 2633,TRUE,32003-2633,2633,5,34,29,buttigiegp,Clark - 2633,Clark - 2633_Clark - 2633,5,0,NA,NA,NA
Clark - 2633,TRUE,32003-2633,2633,5,34,29,delaneyj,Clark - 2633,Clark - 2633_Clark - 2633,0,0,NA,NA,NA
Clark - 2633,TRUE,32003-2633,2633,5,34,29,gabbardt,Clark - 2633,Clark - 2633_Clark - 2633,0,0,NA,NA,NA
Clark - 2633,TRUE,32003-2633,2633,5,34,29,klobuchara,Clark - 2633,Clark - 2633_Clark - 2633,3,0,NA,NA,NA
Clark - 2633,TRUE,32003-2633,2633,5,34,29,patrickd,Clark - 2633,Clark - 2633_Clark - 2633,0,0,NA,NA,NA
Clark - 2633,TRUE,32003-2633,2633,5,34,29,sandersb,Clark - 2633,Clark - 2633_Clark - 2633,12,17,NA,NA,NA
Clark - 2633,TRUE,32003-2633,2633,5,34,29,steyert,Clark - 2633,Clark - 2633_Clark - 2633,3,0,NA,NA,NA
Clark - 2633,TRUE,32003-2633,2633,5,34,29,warrene,Clark - 2633,Clark - 2633_Clark - 2633,4,1,NA,NA,NA
Clark - 2633,TRUE,32003-2633,2633,5,34,29,yanga,Clark - 2633,Clark - 2633_Clark - 2633,0,0,NA,NA,NA
Clark - 2633,TRUE,32003-2633,2633,5,34,29,uncommitted,Clark - 2633,Clark - 2633_Clark - 2633,0,0,NA,NA,NA
Clark - 3535,TRUE,32003-3535,3535,1,3,3,bennetm,Clark - 3535,Clark - 3535_Clark - 3535,0,0,NA,NA,NA
Clark - 3535,TRUE,32003-3535,3535,1,3,3,bidenj,Clark - 3535,Clark - 3535_Clark - 3535,2,2,NA,NA,NA
Clark - 3535,TRUE,32003-3535,3535,1,3,3,buttigiegp,Clark - 3535,Clark - 3535_Clark - 3535,0,0,NA,NA,NA
Clark - 3535,TRUE,32003-3535,3535,1,3,3,delaneyj,Clark - 3535,Clark - 3535_Clark - 3535,0,0,NA,NA,NA
Clark - 3535,TRUE,32003-3535,3535,1,3,3,gabbardt,Clark - 3535,Clark - 3535_Clark - 3535,0,0,NA,NA,NA
Clark - 3535,TRUE,32003-3535,3535,1,3,3,klobuchara,Clark - 3535,Clark - 3535_Clark - 3535,0,0,NA,NA,NA
Clark - 3535,TRUE,32003-3535,3535,1,3,3,patrickd,Clark - 3535,Clark - 3535_Clark - 3535,0,0,NA,NA,NA
Clark - 3535,TRUE,32003-3535,3535,1,3,3,sandersb,Clark - 3535,Clark - 3535_Clark - 3535,0,0,NA,NA,NA
Clark - 3535,TRUE,32003-3535,3535,1,3,3,steyert,Clark - 3535,Clark - 3535_Clark - 3535,0,0,NA,NA,NA
Clark - 3535,TRUE,32003-3535,3535,1,3,3,warrene,Clark - 3535,Clark - 3535_Clark - 3535,1,1,NA,NA,NA
Clark - 3535,TRUE,32003-3535,3535,1,3,3,yanga,Clark - 3535,Clark - 3535_Clark - 3535,0,0,NA,NA,NA
Clark - 3535,TRUE,32003-3535,3535,1,3,3,uncommitted,Clark - 3535,Clark - 3535_Clark - 3535,0,0,NA,NA,NA
Clark - 3796,TRUE,32003-3796,3796,3,2,2,bennetm,Clark - 3796,Clark - 3796_Clark - 3796,0,0,NA,NA,NA
Clark - 3796,TRUE,32003-3796,3796,3,2,2,bidenj,Clark - 3796,Clark - 3796_Clark - 3796,0,0,NA,NA,NA
Clark - 3796,TRUE,32003-3796,3796,3,2,2,buttigiegp,Clark - 3796,Clark - 3796_Clark - 3796,0,0,NA,NA,NA
Clark - 3796,TRUE,32003-3796,3796,3,2,2,delaneyj,Clark - 3796,Clark - 3796_Clark - 3796,0,0,NA,NA,NA
Clark - 3796,TRUE,32003-3796,3796,3,2,2,gabbardt,Clark - 3796,Clark - 3796_Clark - 3796,0,0,NA,NA,NA
Clark - 3796,TRUE,32003-3796,3796,3,2,2,klobuchara,Clark - 3796,Clark - 3796_Clark - 3796,0,0,NA,NA,NA
Clark - 3796,TRUE,32003-3796,3796,3,2,2,patrickd,Clark - 3796,Clark - 3796_Clark - 3796,0,0,NA,NA,NA
Clark - 3796,TRUE,32003-3796,3796,3,2,2,sandersb,Clark - 3796,Clark - 3796_Clark - 3796,0,0,NA,NA,NA
Clark - 3796,TRUE,32003-3796,3796,3,2,2,steyert,Clark - 3796,Clark - 3796_Clark - 3796,1,1,NA,NA,NA
Clark - 3796,TRUE,32003-3796,3796,3,2,2,warrene,Clark - 3796,Clark - 3796_Clark - 3796,1,1,NA,NA,NA
Clark - 3796,TRUE,32003-3796,3796,3,2,2,yanga,Clark - 3796,Clark - 3796_Clark - 3796,0,0,NA,NA,NA
Clark - 3796,TRUE,32003-3796,3796,3,2,2,uncommitted,Clark - 3796,Clark - 3796_Clark - 3796,0,0,NA,NA,NA
Clark - 4513,TRUE,32003-4513,4513,7,27,27,bennetm,Clark - 4513,Clark - 4513_Clark - 4513,0,0,NA,NA,NA
Clark - 4513,TRUE,32003-4513,4513,7,27,27,bidenj,Clark - 4513,Clark - 4513_Clark - 4513,5,8,NA,NA,NA
Clark - 4513,TRUE,32003-4513,4513,7,27,27,buttigiegp,Clark - 4513,Clark - 4513_Clark - 4513,4,0,NA,NA,NA
Clark - 4513,TRUE,32003-4513,4513,7,27,27,delaneyj,Clark - 4513,Clark - 4513_Clark - 4513,0,0,NA,NA,NA
Clark - 4513,TRUE,32003-4513,4513,7,27,27,gabbardt,Clark - 4513,Clark - 4513_Clark - 4513,0,0,NA,NA,NA
Clark - 4513,TRUE,32003-4513,4513,7,27,27,klobuchara,Clark - 4513,Clark - 4513_Clark - 4513,1,0,NA,NA,NA
Clark - 4513,TRUE,32003-4513,4513,7,27,27,patrickd,Clark - 4513,Clark - 4513_Clark - 4513,0,0,NA,NA,NA
Clark - 4513,TRUE,32003-4513,4513,7,27,27,sandersb,Clark - 4513,Clark - 4513_Clark - 4513,9,11,NA,NA,NA
Clark - 4513,TRUE,32003-4513,4513,7,27,27,steyert,Clark - 4513,Clark - 4513_Clark - 4513,2,0,NA,NA,NA
Clark - 4513,TRUE,32003-4513,4513,7,27,27,warrene,Clark - 4513,Clark - 4513_Clark - 4513,6,8,NA,NA,NA
Clark - 4513,TRUE,32003-4513,4513,7,27,27,yanga,Clark - 4513,Clark - 4513_Clark - 4513,0,0,NA,NA,NA
Clark - 4513,TRUE,32003-4513,4513,7,27,27,uncommitted,Clark - 4513,Clark - 4513_Clark - 4513,0,0,NA,NA,NA
Clark - 6477,TRUE,32003-6477,6477,7,53,53,bennetm,Clark - 6477,Clark - 6477_Clark - 6477,0,0,NA,NA,NA
Clark - 6477,TRUE,32003-6477,6477,7,53,53,bidenj,Clark - 6477,Clark - 6477_Clark - 6477,12,14,NA,NA,NA
Clark - 6477,TRUE,32003-6477,6477,7,53,53,buttigiegp,Clark - 6477,Clark - 6477_Clark - 6477,11,16,NA,NA,NA
Clark - 6477,TRUE,32003-6477,6477,7,53,53,delaneyj,Clark - 6477,Clark - 6477_Clark - 6477,0,0,NA,NA,NA
Clark - 6477,TRUE,32003-6477,6477,7,53,53,gabbardt,Clark - 6477,Clark - 6477_Clark - 6477,0,0,NA,NA,NA
Clark - 6477,TRUE,32003-6477,6477,7,53,53,klobuchara,Clark - 6477,Clark - 6477_Clark - 6477,6,0,NA,NA,NA
Clark - 6477,TRUE,32003-6477,6477,7,53,53,patrickd,Clark - 6477,Clark - 6477_Clark - 6477,0,0,NA,NA,NA
Clark - 6477,TRUE,32003-6477,6477,7,53,53,sandersb,Clark - 6477,Clark - 6477_Clark - 6477,11,11,NA,NA,NA
Clark - 6477,TRUE,32003-6477,6477,7,53,53,steyert,Clark - 6477,Clark - 6477_Clark - 6477,6,0,NA,NA,NA
Clark - 6477,TRUE,32003-6477,6477,7,53,53,warrene,Clark - 6477,Clark - 6477_Clark - 6477,7,12,NA,NA,NA
Clark - 6477,TRUE,32003-6477,6477,7,53,53,yanga,Clark - 6477,Clark - 6477_Clark - 6477,0,0,NA,NA,NA
Clark - 6477,TRUE,32003-6477,6477,7,53,53,uncommitted,Clark - 6477,Clark - 6477_Clark - 6477,0,0,NA,NA,NA
Douglas - 5,TRUE,32005-5,5,4,89,86,bennetm,Douglas - 5,Douglas - 5_Douglas - 5,0,0,NA,NA,NA
Douglas - 5,TRUE,32005-5,5,4,89,86,bidenj,Douglas - 5,Douglas - 5_Douglas - 5,8,0,NA,NA,NA
Douglas - 5,TRUE,32005-5,5,4,89,86,buttigiegp,Douglas - 5,Douglas - 5_Douglas - 5,29,41,NA,NA,NA
Douglas - 5,TRUE,32005-5,5,4,89,86,delaneyj,Douglas - 5,Douglas - 5_Douglas - 5,0,0,NA,NA,NA
Douglas - 5,TRUE,32005-5,5,4,89,86,gabbardt,Douglas - 5,Douglas - 5_Douglas - 5,0,0,NA,NA,NA
Douglas - 5,TRUE,32005-5,5,4,89,86,klobuchara,Douglas - 5,Douglas - 5_Douglas - 5,20,37,NA,NA,NA
Douglas - 5,TRUE,32005-5,5,4,89,86,patrickd,Douglas - 5,Douglas - 5_Douglas - 5,0,0,NA,NA,NA
Douglas - 5,TRUE,32005-5,5,4,89,86,sandersb,Douglas - 5,Douglas - 5_Douglas - 5,13,0,NA,NA,NA
Douglas - 5,TRUE,32005-5,5,4,89,86,steyert,Douglas - 5,Douglas - 5_Douglas - 5,10,0,NA,NA,NA
Douglas - 5,TRUE,32005-5,5,4,89,86,warrene,Douglas - 5,Douglas - 5_Douglas - 5,9,7,NA,NA,NA
Douglas - 5,TRUE,32005-5,5,4,89,86,yanga,Douglas - 5,Douglas - 5_Douglas - 5,0,0,NA,NA,NA
Douglas - 5,TRUE,32005-5,5,4,89,86,uncommitted,Douglas - 5,Douglas - 5_Douglas - 5,0,1,NA,NA,NA
Elko - 1,TRUE,32007-1,1,3,25,24,bennetm,Elko - 1,Elko - 1_Elko - 1,0,0,NA,NA,NA
Elko - 1,TRUE,32007-1,1,3,25,24,bidenj,Elko - 1,Elko - 1_Elko - 1,0,0,NA,NA,NA
Elko - 1,TRUE,32007-1,1,3,25,24,buttigiegp,Elko - 1,Elko - 1_Elko - 1,8,9,NA,NA,NA
Elko - 1,TRUE,32007-1,1,3,25,24,delaneyj,Elko - 1,Elko - 1_Elko - 1,0,0,NA,NA,NA
Elko - 1,TRUE,32007-1,1,3,25,24,gabbardt,Elko - 1,Elko - 1_Elko - 1,0,0,NA,NA,NA
Elko - 1,TRUE,32007-1,1,3,25,24,klobuchara,Elko - 1,Elko - 1_Elko - 1,2,0,NA,NA,NA
Elko - 1,TRUE,32007-1,1,3,25,24,patrickd,Elko - 1,Elko - 1_Elko - 1,0,0,NA,NA,NA
Elko - 1,TRUE,32007-1,1,3,25,24,sandersb,Elko - 1,Elko - 1_Elko - 1,13,15,NA,NA,NA
Elko - 1,TRUE,32007-1,1,3,25,24,steyert,Elko - 1,Elko - 1_Elko - 1,1,0,NA,NA,NA
Elko - 1,TRUE,32007-1,1,3,25,24,warrene,Elko - 1,Elko - 1_Elko - 1,1,0,NA,NA,NA
Elko - 1,TRUE,32007-1,1,3,25,24,yanga,Elko - 1,Elko - 1_Elko - 1,0,0,NA,NA,NA
Elko - 1,TRUE,32007-1,1,3,25,24,uncommitted,Elko - 1,Elko - 1_Elko - 1,0,0,NA,NA,NA
Elko - 19,TRUE,32007-19,19,1,16,16,bennetm,Elko - 19,Elko - 19_Elko - 19,0,0,NA,NA,NA
Elko - 19,TRUE,32007-19,19,1,16,16,bidenj,Elko - 19,Elko - 19_Elko - 19,1,1,NA,NA,NA
Elko - 19,TRUE,32007-19,19,1,16,16,buttigiegp,Elko - 19,Elko - 19_Elko - 19,2,2,NA,NA,NA
Elko - 19,TRUE,32007-19,19,1,16,16,delaneyj,Elko - 19,Elko - 19_Elko - 19,0,0,NA,NA,NA
Elko - 19,TRUE,32007-19,19,1,16,16,gabbardt,Elko - 19,Elko - 19_Elko - 19,0,0,NA,NA,NA
Elko - 19,TRUE,32007-19,19,1,16,16,klobuchara,Elko - 19,Elko - 19_Elko - 19,2,2,NA,NA,NA
Elko - 19,TRUE,32007-19,19,1,16,16,patrickd,Elko - 19,Elko - 19_Elko - 19,0,0,NA,NA,NA
Elko - 19,TRUE,32007-19,19,1,16,16,sandersb,Elko - 19,Elko - 19_Elko - 19,4,4,NA,NA,NA
Elko - 19,TRUE,32007-19,19,1,16,16,steyert,Elko - 19,Elko - 19_Elko - 19,2,2,NA,NA,NA
Elko - 19,TRUE,32007-19,19,1,16,16,warrene,Elko - 19,Elko - 19_Elko - 19,5,5,NA,NA,NA
Elko - 19,TRUE,32007-19,19,1,16,16,yanga,Elko - 19,Elko - 19_Elko - 19,0,0,NA,NA,NA
Elko - 19,TRUE,32007-19,19,1,16,16,uncommitted,Elko - 19,Elko - 19_Elko - 19,0,0,NA,NA,NA
Elko - 20,TRUE,32007-20,20,6,19,18,bennetm,Elko - 20,Elko - 20_Elko - 20,0,0,NA,NA,NA
Elko - 20,TRUE,32007-20,20,6,19,18,bidenj,Elko - 20,Elko - 20_Elko - 20,0,0,NA,NA,NA
Elko - 20,TRUE,32007-20,20,6,19,18,buttigiegp,Elko - 20,Elko - 20_Elko - 20,2,0,NA,NA,NA
Elko - 20,TRUE,32007-20,20,6,19,18,delaneyj,Elko - 20,Elko - 20_Elko - 20,0,0,NA,NA,NA
Elko - 20,TRUE,32007-20,20,6,19,18,gabbardt,Elko - 20,Elko - 20_Elko - 20,0,0,NA,NA,NA
Elko - 20,TRUE,32007-20,20,6,19,18,klobuchara,Elko - 20,Elko - 20_Elko - 20,5,5,NA,NA,NA
Elko - 20,TRUE,32007-20,20,6,19,18,patrickd,Elko - 20,Elko - 20_Elko - 20,0,0,NA,NA,NA
Elko - 20,TRUE,32007-20,20,6,19,18,sandersb,Elko - 20,Elko - 20_Elko - 20,7,8,NA,NA,NA
Elko - 20,TRUE,32007-20,20,6,19,18,steyert,Elko - 20,Elko - 20_Elko - 20,0,0,NA,NA,NA
Elko - 20,TRUE,32007-20,20,6,19,18,warrene,Elko - 20,Elko - 20_Elko - 20,5,5,NA,NA,NA
Elko - 20,TRUE,32007-20,20,6,19,18,yanga,Elko - 20,Elko - 20_Elko - 20,0,0,NA,NA,NA
Elko - 20,TRUE,32007-20,20,6,19,18,uncommitted,Elko - 20,Elko - 20_Elko - 20,0,0,NA,NA,NA
Elko - 21,TRUE,32007-21,21,3,12,12,bennetm,Elko - 21,Elko - 21_Elko - 21,0,0,NA,NA,NA
Elko - 21,TRUE,32007-21,21,3,12,12,bidenj,Elko - 21,Elko - 21_Elko - 21,0,0,NA,NA,NA
Elko - 21,TRUE,32007-21,21,3,12,12,buttigiegp,Elko - 21,Elko - 21_Elko - 21,2,3,NA,NA,NA
Elko - 21,TRUE,32007-21,21,3,12,12,delaneyj,Elko - 21,Elko - 21_Elko - 21,0,0,NA,NA,NA
Elko - 21,TRUE,32007-21,21,3,12,12,gabbardt,Elko - 21,Elko - 21_Elko - 21,1,0,NA,NA,NA
Elko - 21,TRUE,32007-21,21,3,12,12,klobuchara,Elko - 21,Elko - 21_Elko - 21,0,0,NA,NA,NA
Elko - 21,TRUE,32007-21,21,3,12,12,patrickd,Elko - 21,Elko - 21_Elko - 21,0,0,NA,NA,NA
Elko - 21,TRUE,32007-21,21,3,12,12,sandersb,Elko - 21,Elko - 21_Elko - 21,6,6,NA,NA,NA
Elko - 21,TRUE,32007-21,21,3,12,12,steyert,Elko - 21,Elko - 21_Elko - 21,0,0,NA,NA,NA
Elko - 21,TRUE,32007-21,21,3,12,12,warrene,Elko - 21,Elko - 21_Elko - 21,3,3,NA,NA,NA
Elko - 21,TRUE,32007-21,21,3,12,12,yanga,Elko - 21,Elko - 21_Elko - 21,0,0,NA,NA,NA
Elko - 21,TRUE,32007-21,21,3,12,12,uncommitted,Elko - 21,Elko - 21_Elko - 21,0,0,NA,NA,NA
Elko - 33,TRUE,32007-33,33,1,7,7,bennetm,Elko - 33,Elko - 33_Elko - 33,0,0,NA,NA,NA
Elko - 33,TRUE,32007-33,33,1,7,7,bidenj,Elko - 33,Elko - 33_Elko - 33,0,0,NA,NA,NA
Elko - 33,TRUE,32007-33,33,1,7,7,buttigiegp,Elko - 33,Elko - 33_Elko - 33,0,0,NA,NA,NA
Elko - 33,TRUE,32007-33,33,1,7,7,delaneyj,Elko - 33,Elko - 33_Elko - 33,0,0,NA,NA,NA
Elko - 33,TRUE,32007-33,33,1,7,7,gabbardt,Elko - 33,Elko - 33_Elko - 33,0,0,NA,NA,NA
Elko - 33,TRUE,32007-33,33,1,7,7,klobuchara,Elko - 33,Elko - 33_Elko - 33,4,4,NA,NA,NA
Elko - 33,TRUE,32007-33,33,1,7,7,patrickd,Elko - 33,Elko - 33_Elko - 33,0,0,NA,NA,NA
Elko - 33,TRUE,32007-33,33,1,7,7,sandersb,Elko - 33,Elko - 33_Elko - 33,3,3,NA,NA,NA
Elko - 33,TRUE,32007-33,33,1,7,7,steyert,Elko - 33,Elko - 33_Elko - 33,0,0,NA,NA,NA
Elko - 33,TRUE,32007-33,33,1,7,7,warrene,Elko - 33,Elko - 33_Elko - 33,0,0,NA,NA,NA
Elko - 33,TRUE,32007-33,33,1,7,7,yanga,Elko - 33,Elko - 33_Elko - 33,0,0,NA,NA,NA
Elko - 33,TRUE,32007-33,33,1,7,7,uncommitted,Elko - 33,Elko - 33_Elko - 33,0,0,NA,NA,NA
Lyon - 24,TRUE,32019-24,24,4,21,21,bennetm,Lyon - 24,Lyon - 24_Lyon - 24,0,0,NA,NA,NA
Lyon - 24,TRUE,32019-24,24,4,21,21,bidenj,Lyon - 24,Lyon - 24_Lyon - 24,1,0,NA,NA,NA
Lyon - 24,TRUE,32019-24,24,4,21,21,buttigiegp,Lyon - 24,Lyon - 24_Lyon - 24,1,0,NA,NA,NA
Lyon - 24,TRUE,32019-24,24,4,21,21,delaneyj,Lyon - 24,Lyon - 24_Lyon - 24,0,0,NA,NA,NA
Lyon - 24,TRUE,32019-24,24,4,21,21,gabbardt,Lyon - 24,Lyon - 24_Lyon - 24,0,0,NA,NA,NA
Lyon - 24,TRUE,32019-24,24,4,21,21,klobuchara,Lyon - 24,Lyon - 24_Lyon - 24,4,4,NA,NA,NA
Lyon - 24,TRUE,32019-24,24,4,21,21,patrickd,Lyon - 24,Lyon - 24_Lyon - 24,0,0,NA,NA,NA
Lyon - 24,TRUE,32019-24,24,4,21,21,sandersb,Lyon - 24,Lyon - 24_Lyon - 24,9,13,NA,NA,NA
Lyon - 24,TRUE,32019-24,24,4,21,21,steyert,Lyon - 24,Lyon - 24_Lyon - 24,3,0,NA,NA,NA
Lyon - 24,TRUE,32019-24,24,4,21,21,warrene,Lyon - 24,Lyon - 24_Lyon - 24,3,4,NA,NA,NA
Lyon - 24,TRUE,32019-24,24,4,21,21,yanga,Lyon - 24,Lyon - 24_Lyon - 24,0,0,NA,NA,NA
Lyon - 24,TRUE,32019-24,24,4,21,21,uncommitted,Lyon - 24,Lyon - 24_Lyon - 24,0,0,NA,NA,NA
Nye - 4,TRUE,32023-4,4,1,4,4,bennetm,Nye - 4,Nye - 4_Nye - 4,0,0,NA,NA,NA
Nye - 4,TRUE,32023-4,4,1,4,4,bidenj,Nye - 4,Nye - 4_Nye - 4,1,1,NA,NA,NA
Nye - 4,TRUE,32023-4,4,1,4,4,buttigiegp,Nye - 4,Nye - 4_Nye - 4,0,0,NA,NA,NA
Nye - 4,TRUE,32023-4,4,1,4,4,delaneyj,Nye - 4,Nye - 4_Nye - 4,0,0,NA,NA,NA
Nye - 4,TRUE,32023-4,4,1,4,4,gabbardt,Nye - 4,Nye - 4_Nye - 4,0,0,NA,NA,NA
Nye - 4,TRUE,32023-4,4,1,4,4,klobuchara,Nye - 4,Nye - 4_Nye - 4,0,0,NA,NA,NA
Nye - 4,TRUE,32023-4,4,1,4,4,patrickd,Nye - 4,Nye - 4_Nye - 4,0,0,NA,NA,NA
Nye - 4,TRUE,32023-4,4,1,4,4,sandersb,Nye - 4,Nye - 4_Nye - 4,0,0,NA,NA,NA
Nye - 4,TRUE,32023-4,4,1,4,4,steyert,Nye - 4,Nye - 4_Nye - 4,2,2,NA,NA,NA
Nye - 4,TRUE,32023-4,4,1,4,4,warrene,Nye - 4,Nye - 4_Nye - 4,1,1,NA,NA,NA
Nye - 4,TRUE,32023-4,4,1,4,4,yanga,Nye - 4,Nye - 4_Nye - 4,0,0,NA,NA,NA
Nye - 4,TRUE,32023-4,4,1,4,4,uncommitted,Nye - 4,Nye - 4_Nye - 4,0,0,NA,NA,NA
Washoe - 206200,TRUE,32031-206200,206200,1,7,7,bennetm,Washoe - 206200,Washoe - 206200_Washoe - 206200,0,0,NA,NA,NA
Washoe - 206200,TRUE,32031-206200,206200,1,7,7,bidenj,Washoe - 206200,Washoe - 206200_Washoe - 206200,3,3,NA,NA,NA
Washoe - 206200,TRUE,32031-206200,206200,1,7,7,buttigiegp,Washoe - 206200,Washoe - 206200_Washoe - 206200,0,0,NA,NA,NA
Washoe - 206200,TRUE,32031-206200,206200,1,7,7,delaneyj,Washoe - 206200,Washoe - 206200_Washoe - 206200,0,0,NA,NA,NA
Washoe - 206200,TRUE,32031-206200,206200,1,7,7,gabbardt,Washoe - 206200,Washoe - 206200_Washoe - 206200,0,0,NA,NA,NA
Washoe - 206200,TRUE,32031-206200,206200,1,7,7,klobuchara,Washoe - 206200,Washoe - 206200_Washoe - 206200,2,2,NA,NA,NA
Washoe - 206200,TRUE,32031-206200,206200,1,7,7,patrickd,Washoe - 206200,Washoe - 206200_Washoe - 206200,0,0,NA,NA,NA
Washoe - 206200,TRUE,32031-206200,206200,1,7,7,sandersb,Washoe - 206200,Washoe - 206200_Washoe - 206200,1,1,NA,NA,NA
Washoe - 206200,TRUE,32031-206200,206200,1,7,7,steyert,Washoe - 206200,Washoe - 206200_Washoe - 206200,0,0,NA,NA,NA
Washoe - 206200,TRUE,32031-206200,206200,1,7,7,warrene,Washoe - 206200,Washoe - 206200_Washoe - 206200,1,1,NA,NA,NA
Washoe - 206200,TRUE,32031-206200,206200,1,7,7,yanga,Washoe - 206200,Washoe - 206200_Washoe - 206200,0,0,NA,NA,NA
