precinct_id,county,is_complete,GEOID10,precinct_name,candidate,precinct,precinct_full,align1,alignfinal,congressional_district,precinct_delegates
Douglas - Voting District Undefined,DOUGLAS,FALSE,46043-Voting District Undefined,Voting District Undefined,patrickd,Voting District Undefined,Voting District Undefined_Douglas - Voting District Undefined,0,0,NA,NA
Douglas - Voting District Undefined,DOUGLAS,FALSE,46043-Voting District Undefined,Voting District Undefined,sandersb,Voting District Undefined,Voting District Undefined_Douglas - Voting District Undefined,0,0,NA,NA
Douglas - Voting District Undefined,DOUGLAS,FALSE,46043-Voting District Undefined,Voting District Undefined,steyert,Voting District Undefined,Voting District Undefined_Douglas - Voting District Undefined,0,0,NA,NA
Douglas - Voting District Undefined,DOUGLAS,FALSE,46043-Voting District Undefined,Voting District Undefined,warrene,Voting District Undefined,Voting District Undefined_Douglas - Voting District Undefined,0,0,NA,NA
Douglas - Voting District Undefined,DOUGLAS,FALSE,46043-Voting District Undefined,Voting District Undefined,yanga,Voting District Undefined,Voting District Undefined_Douglas - Voting District Undefined,0,0,NA,NA
Douglas - Voting District Undefined,DOUGLAS,FALSE,46043-Voting District Undefined,Voting District Undefined,uncommitted,Voting District Undefined,Voting District Undefined_Douglas - Voting District Undefined,0,0,NA,NA
Clark - Rio,CLARK,FALSE,32003-Rio,Rio,bennetm,Rio,Rio_Clark - Rio,0,0,NA,13
Clark - Rio,CLARK,FALSE,32003-Rio,Rio,bidenj,Rio,Rio_Clark - Rio,0,0,NA,13
Clark - Rio,CLARK,FALSE,32003-Rio,Rio,buttigiegp,Rio,Rio_Clark - Rio,0,0,NA,13
Clark - Rio,CLARK,FALSE,32003-Rio,Rio,delaneyj,Rio,Rio_Clark - Rio,0,0,NA,13
Clark - Rio,CLARK,FALSE,32003-Rio,Rio,gabbardt,Rio,Rio_Clark - Rio,0,0,NA,13
Clark - Rio,CLARK,FALSE,32003-Rio,Rio,klobuchara,Rio,Rio_Clark - Rio,0,0,NA,13
Clark - Rio,CLARK,FALSE,32003-Rio,Rio,patrickd,Rio,Rio_Clark - Rio,0,0,NA,13
Clark - Rio,CLARK,FALSE,32003-Rio,Rio,sandersb,Rio,Rio_Clark - Rio,0,0,NA,13
Clark - Rio,CLARK,FALSE,32003-Rio,Rio,steyert,Rio,Rio_Clark - Rio,0,0,NA,13
Clark - Rio,CLARK,FALSE,32003-Rio,Rio,warrene,Rio,Rio_Clark - Rio,0,0,NA,13
Clark - Rio,CLARK,FALSE,32003-Rio,Rio,yanga,Rio,Rio_Clark - Rio,0,0,NA,13
Clark - Rio,CLARK,FALSE,32003-Rio,Rio,uncommitted,Rio,Rio_Clark - Rio,0,0,NA,13
Clark - Park MGM,CLARK,FALSE,32003-Park MGM,Park MGM,bennetm,Park MGM,Park MGM_Clark - Park MGM,0,0,NA,33
Clark - Park MGM,CLARK,FALSE,32003-Park MGM,Park MGM,bidenj,Park MGM,Park MGM_Clark - Park MGM,0,0,NA,33
Clark - Park MGM,CLARK,FALSE,32003-Park MGM,Park MGM,buttigiegp,Park MGM,Park MGM_Clark - Park MGM,0,0,NA,33
Clark - Park MGM,CLARK,FALSE,32003-Park MGM,Park MGM,delaneyj,Park MGM,Park MGM_Clark - Park MGM,0,0,NA,33
Clark - Park MGM,CLARK,FALSE,32003-Park MGM,Park MGM,gabbardt,Park MGM,Park MGM_Clark - Park MGM,0,0,NA,33
Clark - Park MGM,CLARK,FALSE,32003-Park MGM,Park MGM,klobuchara,Park MGM,Park MGM_Clark - Park MGM,0,0,NA,33
Clark - Park MGM,CLARK,FALSE,32003-Park MGM,Park MGM,patrickd,Park MGM,Park MGM_Clark - Park MGM,0,0,NA,33
Clark - Park MGM,CLARK,FALSE,32003-Park MGM,Park MGM,sandersb,Park MGM,Park MGM_Clark - Park MGM,0,0,NA,33
Clark - Park MGM,CLARK,FALSE,32003-Park MGM,Park MGM,steyert,Park MGM,Park MGM_Clark - Park MGM,0,0,NA,33
Clark - Park MGM,CLARK,FALSE,32003-Park MGM,Park MGM,warrene,Park MGM,Park MGM_Clark - Park MGM,0,0,NA,33
Clark - Park MGM,CLARK,FALSE,32003-Park MGM,Park MGM,yanga,Park MGM,Park MGM_Clark - Park MGM,0,0,NA,33
Clark - Park MGM,CLARK,FALSE,32003-Park MGM,Park MGM,uncommitted,Park MGM,Park MGM_Clark - Park MGM,0,0,NA,33
Clark - Paris,CLARK,FALSE,32003-Paris,Paris,bennetm,Paris,Paris_Clark - Paris,0,0,NA,33
Clark - Paris,CLARK,FALSE,32003-Paris,Paris,bidenj,Paris,Paris_Clark - Paris,0,0,NA,33
Clark - Paris,CLARK,FALSE,32003-Paris,Paris,buttigiegp,Paris,Paris_Clark - Paris,0,0,NA,33
Clark - Paris,CLARK,FALSE,32003-Paris,Paris,delaneyj,Paris,Paris_Clark - Paris,0,0,NA,33
Clark - Paris,CLARK,FALSE,32003-Paris,Paris,gabbardt,Paris,Paris_Clark - Paris,0,0,NA,33
Clark - Paris,CLARK,FALSE,32003-Paris,Paris,klobuchara,Paris,Paris_Clark - Paris,0,0,NA,33
Clark - Paris,CLARK,FALSE,32003-Paris,Paris,patrickd,Paris,Paris_Clark - Paris,0,0,NA,33
Clark - Paris,CLARK,FALSE,32003-Paris,Paris,sandersb,Paris,Paris_Clark - Paris,0,0,NA,33
Clark - Paris,CLARK,FALSE,32003-Paris,Paris,steyert,Paris,Paris_Clark - Paris,0,0,NA,33
Clark - Paris,CLARK,FALSE,32003-Paris,Paris,warrene,Paris,Paris_Clark - Paris,0,0,NA,33
Clark - Paris,CLARK,FALSE,32003-Paris,Paris,yanga,Paris,Paris_Clark - Paris,0,0,NA,33
Clark - Paris,CLARK,FALSE,32003-Paris,Paris,uncommitted,Paris,Paris_Clark - Paris,0,0,NA,33
Clark - Mandalay Bay,CLARK,FALSE,32003-Mandalay Bay,Mandalay Bay,bennetm,Mandalay Bay,Mandalay Bay_Clark - Mandalay Bay,0,0,NA,33
Clark - Mandalay Bay,CLARK,FALSE,32003-Mandalay Bay,Mandalay Bay,bidenj,Mandalay Bay,Mandalay Bay_Clark - Mandalay Bay,0,0,NA,33
Clark - Mandalay Bay,CLARK,FALSE,32003-Mandalay Bay,Mandalay Bay,buttigiegp,Mandalay Bay,Mandalay Bay_Clark - Mandalay Bay,0,0,NA,33
Clark - Mandalay Bay,CLARK,FALSE,32003-Mandalay Bay,Mandalay Bay,delaneyj,Mandalay Bay,Mandalay Bay_Clark - Mandalay Bay,0,0,NA,33
Clark - Mandalay Bay,CLARK,FALSE,32003-Mandalay Bay,Mandalay Bay,gabbardt,Mandalay Bay,Mandalay Bay_Clark - Mandalay Bay,0,0,NA,33
Clark - Mandalay Bay,CLARK,FALSE,32003-Mandalay Bay,Mandalay Bay,klobuchara,Mandalay Bay,Mandalay Bay_Clark - Mandalay Bay,0,0,NA,33
Clark - Mandalay Bay,CLARK,FALSE,32003-Mandalay Bay,Mandalay Bay,patrickd,Mandalay Bay,Mandalay Bay_Clark - Mandalay Bay,0,0,NA,33
Clark - Mandalay Bay,CLARK,FALSE,32003-Mandalay Bay,Mandalay Bay,sandersb,Mandalay Bay,Mandalay Bay_Clark - Mandalay Bay,0,0,NA,33
Clark - Mandalay Bay,CLARK,FALSE,32003-Mandalay Bay,Mandalay Bay,steyert,Mandalay Bay,Mandalay Bay_Clark - Mandalay Bay,0,0,NA,33
Clark - Mandalay Bay,CLARK,FALSE,32003-Mandalay Bay,Mandalay Bay,warrene,Mandalay Bay,Mandalay Bay_Clark - Mandalay Bay,0,0,NA,33
Clark - Mandalay Bay,CLARK,FALSE,32003-Mandalay Bay,Mandalay Bay,yanga,Mandalay Bay,Mandalay Bay_Clark - Mandalay Bay,0,0,NA,33
Clark - Mandalay Bay,CLARK,FALSE,32003-Mandalay Bay,Mandalay Bay,uncommitted,Mandalay Bay,Mandalay Bay_Clark - Mandalay Bay,0,0,NA,33
Clark - Harrah's,CLARK,FALSE,32003-Harrah's,Harrah's,bennetm,Harrah's,Harrah's_Clark - Harrah's,0,0,NA,34
Clark - Harrah's,CLARK,FALSE,32003-Harrah's,Harrah's,bidenj,Harrah's,Harrah's_Clark - Harrah's,0,0,NA,34
Clark - Harrah's,CLARK,FALSE,32003-Harrah's,Harrah's,buttigiegp,Harrah's,Harrah's_Clark - Harrah's,0,0,NA,34
Clark - Harrah's,CLARK,FALSE,32003-Harrah's,Harrah's,delaneyj,Harrah's,Harrah's_Clark - Harrah's,0,0,NA,34
Clark - Harrah's,CLARK,FALSE,32003-Harrah's,Harrah's,gabbardt,Harrah's,Harrah's_Clark - Harrah's,0,0,NA,34
Clark - Harrah's,CLARK,FALSE,32003-Harrah's,Harrah's,klobuchara,Harrah's,Harrah's_Clark - Harrah's,0,0,NA,34
Clark - Harrah's,CLARK,FALSE,32003-Harrah's,Harrah's,patrickd,Harrah's,Harrah's_Clark - Harrah's,0,0,NA,34
Clark - Harrah's,CLARK,FALSE,32003-Harrah's,Harrah's,sandersb,Harrah's,Harrah's_Clark - Harrah's,0,0,NA,34
Clark - Harrah's,CLARK,FALSE,32003-Harrah's,Harrah's,steyert,Harrah's,Harrah's_Clark - Harrah's,0,0,NA,34
Clark - Harrah's,CLARK,FALSE,32003-Harrah's,Harrah's,warrene,Harrah's,Harrah's_Clark - Harrah's,0,0,NA,34
Clark - Harrah's,CLARK,FALSE,32003-Harrah's,Harrah's,yanga,Harrah's,Harrah's_Clark - Harrah's,0,0,NA,34
Clark - Harrah's,CLARK,FALSE,32003-Harrah's,Harrah's,uncommitted,Harrah's,Harrah's_Clark - Harrah's,0,0,NA,34
Clark - Bellagio,CLARK,FALSE,32003-Bellagio,Bellagio,bennetm,Bellagio,Bellagio_Clark - Bellagio,0,0,NA,51
Clark - Bellagio,CLARK,FALSE,32003-Bellagio,Bellagio,bidenj,Bellagio,Bellagio_Clark - Bellagio,0,0,NA,51
Clark - Bellagio,CLARK,FALSE,32003-Bellagio,Bellagio,buttigiegp,Bellagio,Bellagio_Clark - Bellagio,0,0,NA,51
Clark - Bellagio,CLARK,FALSE,32003-Bellagio,Bellagio,delaneyj,Bellagio,Bellagio_Clark - Bellagio,0,0,NA,51
Clark - Bellagio,CLARK,FALSE,32003-Bellagio,Bellagio,gabbardt,Bellagio,Bellagio_Clark - Bellagio,0,0,NA,51
Clark - Bellagio,CLARK,FALSE,32003-Bellagio,Bellagio,klobuchara,Bellagio,Bellagio_Clark - Bellagio,0,0,NA,51
Clark - Bellagio,CLARK,FALSE,32003-Bellagio,Bellagio,patrickd,Bellagio,Bellagio_Clark - Bellagio,0,0,NA,51
Clark - Bellagio,CLARK,FALSE,32003-Bellagio,Bellagio,sandersb,Bellagio,Bellagio_Clark - Bellagio,0,0,NA,51
Clark - Bellagio,CLARK,FALSE,32003-Bellagio,Bellagio,steyert,Bellagio,Bellagio_Clark - Bellagio,0,0,NA,51
Clark - Bellagio,CLARK,FALSE,32003-Bellagio,Bellagio,warrene,Bellagio,Bellagio_Clark - Bellagio,0,0,NA,51
Clark - Bellagio,CLARK,FALSE,32003-Bellagio,Bellagio,yanga,Bellagio,Bellagio_Clark - Bellagio,0,0,NA,51
Clark - Bellagio,CLARK,FALSE,32003-Bellagio,Bellagio,uncommitted,Bellagio,Bellagio_Clark - Bellagio,0,0,NA,51
Clark - 9996,CLARK,FALSE,32003-9996,9996,bennetm,9996,9996_Clark - 9996,0,0,1,1
Clark - 9996,CLARK,FALSE,32003-9996,9996,bidenj,9996,9996_Clark - 9996,0,0,1,1
Clark - 9996,CLARK,FALSE,32003-9996,9996,buttigiegp,9996,9996_Clark - 9996,0,0,1,1
Clark - 9996,CLARK,FALSE,32003-9996,9996,delaneyj,9996,9996_Clark - 9996,0,0,1,1
Clark - 9996,CLARK,FALSE,32003-9996,9996,gabbardt,9996,9996_Clark - 9996,0,0,1,1
Clark - 9996,CLARK,FALSE,32003-9996,9996,klobuchara,9996,9996_Clark - 9996,0,0,1,1
Clark - 9996,CLARK,FALSE,32003-9996,9996,patrickd,9996,9996_Clark - 9996,0,0,1,1
Clark - 9996,CLARK,FALSE,32003-9996,9996,sandersb,9996,9996_Clark - 9996,0,0,1,1
Clark - 9996,CLARK,FALSE,32003-9996,9996,steyert,9996,9996_Clark - 9996,0,0,1,1
Clark - 9996,CLARK,FALSE,32003-9996,9996,warrene,9996,9996_Clark - 9996,0,0,1,1
Clark - 9996,CLARK,FALSE,32003-9996,9996,yanga,9996,9996_Clark - 9996,0,0,1,1
Clark - 9996,CLARK,FALSE,32003-9996,9996,uncommitted,9996,9996_Clark - 9996,0,0,1,1
Carson City - 998,CARSON,FALSE,32510-998,998,bennetm,998,998_Carson City - 998,0,0,2,1
Carson City - 998,CARSON,FALSE,32510-998,998,bidenj,998,998_Carson City - 998,0,0,2,1
Carson City - 998,CARSON,FALSE,32510-998,998,buttigiegp,998,998_Carson City - 998,0,0,2,1
Carson City - 998,CARSON,FALSE,32510-998,998,delaneyj,998,998_Carson City - 998,0,0,2,1
Carson City - 998,CARSON,FALSE,32510-998,998,gabbardt,998,998_Carson City - 998,0,0,2,1
Carson City - 998,CARSON,FALSE,32510-998,998,klobuchara,998,998_Carson City - 998,0,0,2,1
Carson City - 998,CARSON,FALSE,32510-998,998,patrickd,998,998_Carson City - 998,0,0,2,1
Carson City - 998,CARSON,FALSE,32510-998,998,sandersb,998,998_Carson City - 998,0,0,2,1
Carson City - 998,CARSON,FALSE,32510-998,998,steyert,998,998_Carson City - 998,0,0,2,1
Carson City - 998,CARSON,FALSE,32510-998,998,warrene,998,998_Carson City - 998,0,0,2,1
Carson City - 998,CARSON,FALSE,32510-998,998,yanga,998,998_Carson City - 998,0,0,2,1
Carson City - 998,CARSON,FALSE,32510-998,998,uncommitted,998,998_Carson City - 998,0,0,2,1
Carson City - 997,CARSON,FALSE,32510-997,997,bennetm,997,997_Carson City - 997,0,0,2,1
Carson City - 997,CARSON,FALSE,32510-997,997,bidenj,997,997_Carson City - 997,0,0,2,1
Carson City - 997,CARSON,FALSE,32510-997,997,buttigiegp,997,997_Carson City - 997,0,0,2,1
Carson City - 997,CARSON,FALSE,32510-997,997,delaneyj,997,997_Carson City - 997,0,0,2,1
Carson City - 997,CARSON,FALSE,32510-997,997,gabbardt,997,997_Carson City - 997,0,0,2,1
Carson City - 997,CARSON,FALSE,32510-997,997,klobuchara,997,997_Carson City - 997,0,0,2,1
Carson City - 997,CARSON,FALSE,32510-997,997,patrickd,997,997_Carson City - 997,0,0,2,1
Carson City - 997,CARSON,FALSE,32510-997,997,sandersb,997,997_Carson City - 997,0,0,2,1
Carson City - 997,CARSON,FALSE,32510-997,997,steyert,997,997_Carson City - 997,0,0,2,1
Carson City - 997,CARSON,FALSE,32510-997,997,warrene,997,997_Carson City - 997,0,0,2,1
Carson City - 997,CARSON,FALSE,32510-997,997,yanga,997,997_Carson City - 997,0,0,2,1
Carson City - 997,CARSON,FALSE,32510-997,997,uncommitted,997,997_Carson City - 997,0,0,2,1
Washoe - 980000,WASHOE,FALSE,32031-980000,980000,bennetm,980000,980000_Washoe - 980000,0,0,2,1
Washoe - 980000,WASHOE,FALSE,32031-980000,980000,bidenj,980000,980000_Washoe - 980000,0,0,2,1
Washoe - 980000,WASHOE,FALSE,32031-980000,980000,buttigiegp,980000,980000_Washoe - 980000,0,0,2,1
Washoe - 980000,WASHOE,FALSE,32031-980000,980000,delaneyj,980000,980000_Washoe - 980000,0,0,2,1
Washoe - 980000,WASHOE,FALSE,32031-980000,980000,gabbardt,980000,980000_Washoe - 980000,0,0,2,1
Washoe - 980000,WASHOE,FALSE,32031-980000,980000,klobuchara,980000,980000_Washoe - 980000,0,0,2,1
Washoe - 980000,WASHOE,FALSE,32031-980000,980000,patrickd,980000,980000_Washoe - 980000,0,0,2,1
Washoe - 980000,WASHOE,FALSE,32031-980000,980000,sandersb,980000,980000_Washoe - 980000,0,0,2,1
Washoe - 980000,WASHOE,FALSE,32031-980000,980000,steyert,980000,980000_Washoe - 980000,0,0,2,1
Washoe - 980000,WASHOE,FALSE,32031-980000,980000,warrene,980000,980000_Washoe - 980000,0,0,2,1
Washoe - 980000,WASHOE,FALSE,32031-980000,980000,yanga,980000,980000_Washoe - 980000,0,0,2,1
Washoe - 980000,WASHOE,FALSE,32031-980000,980000,uncommitted,980000,980000_Washoe - 980000,0,0,2,1
Washoe - 970000,WASHOE,FALSE,32031-970000,970000,bennetm,970000,970000_Washoe - 970000,0,0,2,1
Washoe - 970000,WASHOE,FALSE,32031-970000,970000,bidenj,970000,970000_Washoe - 970000,0,0,2,1
Washoe - 970000,WASHOE,FALSE,32031-970000,970000,buttigiegp,970000,970000_Washoe - 970000,0,0,2,1
Washoe - 970000,WASHOE,FALSE,32031-970000,970000,delaneyj,970000,970000_Washoe - 970000,0,0,2,1
Washoe - 970000,WASHOE,FALSE,32031-970000,970000,gabbardt,970000,970000_Washoe - 970000,0,0,2,1
Washoe - 970000,WASHOE,FALSE,32031-970000,970000,klobuchara,970000,970000_Washoe - 970000,0,0,2,1
Washoe - 970000,WASHOE,FALSE,32031-970000,970000,patrickd,970000,970000_Washoe - 970000,0,0,2,1
Washoe - 970000,WASHOE,FALSE,32031-970000,970000,sandersb,970000,970000_Washoe - 970000,0,0,2,1
Washoe - 970000,WASHOE,FALSE,32031-970000,970000,steyert,970000,970000_Washoe - 970000,0,0,2,1
Washoe - 970000,WASHOE,FALSE,32031-970000,970000,warrene,970000,970000_Washoe - 970000,0,0,2,1
Washoe - 970000,WASHOE,FALSE,32031-970000,970000,yanga,970000,970000_Washoe - 970000,0,0,2,1
Washoe - 970000,WASHOE,FALSE,32031-970000,970000,uncommitted,970000,970000_Washoe - 970000,0,0,2,1
Washoe - 9562,WASHOE,FALSE,32031-9562,9562,bennetm,9562,9562_Washoe - 9562,0,0,2,1
Washoe - 9562,WASHOE,FALSE,32031-9562,9562,bidenj,9562,9562_Washoe - 9562,0,0,2,1
Washoe - 9562,WASHOE,FALSE,32031-9562,9562,buttigiegp,9562,9562_Washoe - 9562,0,0,2,1
Washoe - 9562,WASHOE,FALSE,32031-9562,9562,delaneyj,9562,9562_Washoe - 9562,0,0,2,1
Washoe - 9562,WASHOE,FALSE,32031-9562,9562,gabbardt,9562,9562_Washoe - 9562,0,0,2,1
Washoe - 9562,WASHOE,FALSE,32031-9562,9562,klobuchara,9562,9562_Washoe - 9562,0,0,2,1
Washoe - 9562,WASHOE,FALSE,32031-9562,9562,patrickd,9562,9562_Washoe - 9562,0,0,2,1
Washoe - 9562,WASHOE,FALSE,32031-9562,9562,sandersb,9562,9562_Washoe - 9562,0,0,2,1
Washoe - 9562,WASHOE,FALSE,32031-9562,9562,steyert,9562,9562_Washoe - 9562,0,0,2,1
Washoe - 9562,WASHOE,FALSE,32031-9562,9562,warrene,9562,9562_Washoe - 9562,0,0,2,1
Washoe - 9562,WASHOE,FALSE,32031-9562,9562,yanga,9562,9562_Washoe - 9562,0,0,2,1
Washoe - 9562,WASHOE,FALSE,32031-9562,9562,uncommitted,9562,9562_Washoe - 9562,0,0,2,1
Washoe - 9561,WASHOE,FALSE,32031-9561,9561,bennetm,9561,9561_Washoe - 9561,0,0,2,1
Washoe - 9561,WASHOE,FALSE,32031-9561,9561,bidenj,9561,9561_Washoe - 9561,0,0,2,1
Washoe - 9561,WASHOE,FALSE,32031-9561,9561,buttigiegp,9561,9561_Washoe - 9561,0,0,2,1
Washoe - 9561,WASHOE,FALSE,32031-9561,9561,delaneyj,9561,9561_Washoe - 9561,0,0,2,1
Washoe - 9561,WASHOE,FALSE,32031-9561,9561,gabbardt,9561,9561_Washoe - 9561,0,0,2,1
Washoe - 9561,WASHOE,FALSE,32031-9561,9561,klobuchara,9561,9561_Washoe - 9561,0,0,2,1
Washoe - 9561,WASHOE,FALSE,32031-9561,9561,patrickd,9561,9561_Washoe - 9561,0,0,2,1
Washoe - 9561,WASHOE,FALSE,32031-9561,9561,sandersb,9561,9561_Washoe - 9561,0,0,2,1
Washoe - 9561,WASHOE,FALSE,32031-9561,9561,steyert,9561,9561_Washoe - 9561,0,0,2,1
Washoe - 9561,WASHOE,FALSE,32031-9561,9561,warrene,9561,9561_Washoe - 9561,0,0,2,1
Washoe - 9561,WASHOE,FALSE,32031-9561,9561,yanga,9561,9561_Washoe - 9561,0,0,2,1
Washoe - 9561,WASHOE,FALSE,32031-9561,9561,uncommitted,9561,9561_Washoe - 9561,0,0,2,1
Washoe - 9560,WASHOE,FALSE,32031-9560,9560,bennetm,9560,9560_Washoe - 9560,0,0,2,1
Washoe - 9560,WASHOE,FALSE,32031-9560,9560,bidenj,9560,9560_Washoe - 9560,0,0,2,1
Washoe - 9560,WASHOE,FALSE,32031-9560,9560,buttigiegp,9560,9560_Washoe - 9560,0,0,2,1
Washoe - 9560,WASHOE,FALSE,32031-9560,9560,delaneyj,9560,9560_Washoe - 9560,0,0,2,1
Washoe - 9560,WASHOE,FALSE,32031-9560,9560,gabbardt,9560,9560_Washoe - 9560,0,0,2,1
Washoe - 9560,WASHOE,FALSE,32031-9560,9560,klobuchara,9560,9560_Washoe - 9560,0,0,2,1
Washoe - 9560,WASHOE,FALSE,32031-9560,9560,patrickd,9560,9560_Washoe - 9560,0,0,2,1
Washoe - 9560,WASHOE,FALSE,32031-9560,9560,sandersb,9560,9560_Washoe - 9560,0,0,2,1
Washoe - 9560,WASHOE,FALSE,32031-9560,9560,steyert,9560,9560_Washoe - 9560,0,0,2,1
Washoe - 9560,WASHOE,FALSE,32031-9560,9560,warrene,9560,9560_Washoe - 9560,0,0,2,1
Washoe - 9560,WASHOE,FALSE,32031-9560,9560,yanga,9560,9560_Washoe - 9560,0,0,2,1
Washoe - 9560,WASHOE,FALSE,32031-9560,9560,uncommitted,9560,9560_Washoe - 9560,0,0,2,1
Washoe - 9559,WASHOE,FALSE,32031-9559,9559,bennetm,9559,9559_Washoe - 9559,0,0,2,1
Washoe - 9559,WASHOE,FALSE,32031-9559,9559,bidenj,9559,9559_Washoe - 9559,0,0,2,1
Washoe - 9559,WASHOE,FALSE,32031-9559,9559,buttigiegp,9559,9559_Washoe - 9559,0,0,2,1
Washoe - 9559,WASHOE,FALSE,32031-9559,9559,delaneyj,9559,9559_Washoe - 9559,0,0,2,1
Washoe - 9559,WASHOE,FALSE,32031-9559,9559,gabbardt,9559,9559_Washoe - 9559,0,0,2,1
Washoe - 9559,WASHOE,FALSE,32031-9559,9559,klobuchara,9559,9559_Washoe - 9559,0,0,2,1
Washoe - 9559,WASHOE,FALSE,32031-9559,9559,patrickd,9559,9559_Washoe - 9559,0,0,2,1
Washoe - 9559,WASHOE,FALSE,32031-9559,9559,sandersb,9559,9559_Washoe - 9559,0,0,2,1
Washoe - 9559,WASHOE,FALSE,32031-9559,9559,steyert,9559,9559_Washoe - 9559,0,0,2,1
Washoe - 9559,WASHOE,FALSE,32031-9559,9559,warrene,9559,9559_Washoe - 9559,0,0,2,1
Washoe - 9559,WASHOE,FALSE,32031-9559,9559,yanga,9559,9559_Washoe - 9559,0,0,2,1
Washoe - 9559,WASHOE,FALSE,32031-9559,9559,uncommitted,9559,9559_Washoe - 9559,0,0,2,1
Washoe - 9558,WASHOE,FALSE,32031-9558,9558,bennetm,9558,9558_Washoe - 9558,0,0,2,1
Washoe - 9558,WASHOE,FALSE,32031-9558,9558,bidenj,9558,9558_Washoe - 9558,0,0,2,1
Washoe - 9558,WASHOE,FALSE,32031-9558,9558,buttigiegp,9558,9558_Washoe - 9558,0,0,2,1
Washoe - 9558,WASHOE,FALSE,32031-9558,9558,delaneyj,9558,9558_Washoe - 9558,0,0,2,1
Washoe - 9558,WASHOE,FALSE,32031-9558,9558,gabbardt,9558,9558_Washoe - 9558,0,0,2,1
Washoe - 9558,WASHOE,FALSE,32031-9558,9558,klobuchara,9558,9558_Washoe - 9558,0,0,2,1
Washoe - 9558,WASHOE,FALSE,32031-9558,9558,patrickd,9558,9558_Washoe - 9558,0,0,2,1
Washoe - 9558,WASHOE,FALSE,32031-9558,9558,sandersb,9558,9558_Washoe - 9558,0,0,2,1
Washoe - 9558,WASHOE,FALSE,32031-9558,9558,steyert,9558,9558_Washoe - 9558,0,0,2,1
Washoe - 9558,WASHOE,FALSE,32031-9558,9558,warrene,9558,9558_Washoe - 9558,0,0,2,1
Washoe - 9558,WASHOE,FALSE,32031-9558,9558,yanga,9558,9558_Washoe - 9558,0,0,2,1
Washoe - 9558,WASHOE,FALSE,32031-9558,9558,uncommitted,9558,9558_Washoe - 9558,0,0,2,1
Washoe - 9557,WASHOE,FALSE,32031-9557,9557,bennetm,9557,9557_Washoe - 9557,0,0,2,1
Washoe - 9557,WASHOE,FALSE,32031-9557,9557,bidenj,9557,9557_Washoe - 9557,0,0,2,1
Washoe - 9557,WASHOE,FALSE,32031-9557,9557,buttigiegp,9557,9557_Washoe - 9557,0,0,2,1
